reports,age,income,share,expenditure,dependents,months,majorcards,active,card_yes,owner_yes,selfemp_yes,age_group_Under 25,age_group_25-35,age_group_35-50,age_group_Over 50
-0.3382818177729079,0.43925378998823444,0.6818942737845689,-0.3747874047554936,-0.22076553957478107,1.6081419518598254,-0.019134968896819954,0.47282359515318256,0.7920899200401534,1,1,0,0,0,1,0
-0.3382818177729079,0.003639113551522533,-0.5583172821873503,-0.6712687384745935,-0.6438544324175711,1.6081419518598254,-0.32103716955358375,0.47282359515318256,0.9508690392700869,1,0,0,0,1,0,0
-0.3382818177729079,0.04473513549359339,0.6700827351562652,-0.6824861304051293,-0.6249439730925287,2.410084951671965,0.0412454712345328,0.47282359515318256,-0.31936391456938107,1,1,0,0,1,0,0
-0.3382818177729079,-0.2675924614135432,-0.4874480504175263,-0.037184582061312185,-0.17341105142552252,-0.7976870475765938,-0.45689315984912743,0.47282359515318256,-0.001805676109514084,1,0,0,0,1,0,0
-0.3382818177729079,-0.103209359941897,3.7922857984690013,-0.017772023697128464,1.3282813911538023,0.8061989520476857,0.13181613143156193,0.47282359515318256,-0.31936391456938107,1,1,0,0,1,0,0
-0.3382818177729079,-0.9826575226850801,-0.5110711276741343,-0.2567518082785564,-0.34198834740496564,-0.7976870475765938,-0.019134968896819954,0.47282359515318256,-0.9544803914891151,1,0,0,1,0,0,0
-0.3382818177729079,-0.5223854303424534,0.3511711921920573,-0.5934961414632499,-0.5300088797470205,0.8061989520476857,-0.7286051404402148,0.47282359515318256,-0.31936391456938107,1,0,0,0,1,0,0
-0.3382818177729079,-0.39909835081287814,-0.5878461287581102,0.08139519298073072,-0.1259283090110277,-0.7976870475765938,0.3280525618584584,0.47282359515318256,-0.636922153029248,1,1,0,0,1,0,0
-0.3382818177729079,0.3735003521402485,0.25667888316562526,1.8695448206656202,2.1783550710291264,0.004255952235545871,0.6299547625152221,0.47282359515318256,-0.16058479533944758,1,1,0,0,0,1,0
-0.3382818177729079,-0.47307059853062333,-0.09766727568349438,-0.5173572215588572,-0.4868409562563639,-0.7976870475765938,0.14691124146440013,0.47282359515318256,1.7447646354197544,1,0,0,0,1,0,0
-0.3382818177729079,-0.2675924614135432,0.3452654228779054,0.09820776360357338,0.2631495628653819,0.004255952235545871,-0.4719882698819656,0.47282359515318256,2.0623228738796215,1,1,0,0,1,0,0
-0.3382818177729079,0.8666486702585499,-0.8181711320100382,-0.7199994206288879,-0.680067582792967,0.8061989520476857,-0.29084694948790735,0.47282359515318256,-1.1132595107190486,0,1,0,0,0,1,0
-0.3382818177729079,-0.3169072932253733,-0.9658153648638381,-0.7190738097741486,-0.680067582792967,0.004255952235545871,-0.2002762892908782,-2.1149536745856055,0.7920899200401534,0,1,0,0,1,0,0
-0.3382818177729079,-0.431975562885189,-0.5405999742448941,-0.31638940360287904,-0.39021231862456573,-0.7976870475765938,-0.44179804981628923,0.47282359515318256,-0.636922153029248,1,1,0,0,1,0,0
-0.3382818177729079,0.20911725066860234,-0.8606926710719326,-0.44203768724686404,-0.5234614076340218,0.8061989520476857,0.9771422932705005,-2.1149536745856055,-0.31936391456938107,1,1,0,0,0,1,0
-0.3382818177729079,0.7844576126710454,-0.09766727568349438,0.6033335637717048,0.5526249518648009,0.004255952235545871,1.7017075748467334,0.47282359515318256,2.3798811123394885,1,1,0,0,0,1,0
-0.3382818177729079,0.6776081528809886,0.3747942694486653,0.06429505003789338,0.23395242426071644,0.8061989520476857,0.614859652482384,0.47282359515318256,-1.1132595107190486,1,1,0,0,0,1,0
4.867311554722523,-0.36622212503720347,-0.21578266196653445,-0.7221771980931105,-0.680067582792967,0.8061989520476857,0.07143569130020917,0.47282359515318256,0.15697344312041941,0,1,0,0,1,0,0
-0.3382818177729079,0.6200745111993992,3.9181968002467222,-0.031043364725681463,1.3339102466856796,-0.7976870475765938,-0.41160782975061283,0.47282359515318256,-1.1132595107190486,1,1,1,0,0,1,0
1.8926867704394197,1.2365099088472757,0.0204481105995454,-0.7226745449616209,-0.680067582792967,-0.7976870475765938,-0.41160782975061283,0.47282359515318256,0.4745316815802864,0,0,0,0,0,1,0
